"i","User ID","Ensembl Gene ID","Symbol","Gene Type","Species","Chr","Position (Mbp)"
20615,"ENSG00000188566","ENSG00000188566","NDOR1","protein_coding","Human","9",137.205685
20616,"ENSG00000212864","ENSG00000212864","RNF208","protein_coding","Human","9",137.220247
20617,"ENSG00000197191","ENSG00000197191","CYSRT1","protein_coding","Human","9",137.224635
20618,"ENSG00000233198","ENSG00000233198","RNF224","protein_coding","Human","9",137.227271
20619,"ENSG00000198569","ENSG00000198569","SLC34A3","protein_coding","Human","9",137.230757
20620,"ENSG00000188229","ENSG00000188229","TUBB4B","protein_coding","Human","9",137.241287
20621,"ENSG00000188163","ENSG00000188163","FAM166A","protein_coding","Human","9",137.243584
20622,"ENSG00000197768","ENSG00000197768","STPG3","protein_coding","Human","9",137.251261
20623,"ENSG00000188986","ENSG00000188986","NELFB","protein_coding","Human","9",137.255327
20624,"ENSG00000198113","ENSG00000198113","TOR4A","protein_coding","Human","9",137.277726
20625,"ENSG00000198435","ENSG00000198435","NRARP","protein_coding","Human","9",137.299631
20626,"ENSG00000187609","ENSG00000187609","EXD3","protein_coding","Human","9",137.306896
20627,"ENSG00000188747","ENSG00000188747","NOXA1","protein_coding","Human","9",137.42335
20628,"ENSG00000188833","ENSG00000188833","ENTPD8","protein_coding","Human","9",137.434364
20629,"ENSG00000165802","ENSG00000165802","NSMF","protein_coding","Human","9",137.447573
20630,"ENSG00000130653","ENSG00000130653","PNPLA7","protein_coding","Human","9",137.459952
20631,"ENSG00000182154","ENSG00000182154","MRPL41","protein_coding","Human","9",137.551879
20632,"ENSG00000148399","ENSG00000148399","DPH7","protein_coding","Human","9",137.554444
20633,"ENSG00000165724","ENSG00000165724","ZMYND19","protein_coding","Human","9",137.582081
20634,"ENSG00000197070","ENSG00000197070","ARRDC1","protein_coding","Human","9",137.605685
20635,"ENSG00000181090","ENSG00000181090","EHMT1","protein_coding","Human","9",137.618992
20636,"ENSG00000148408","ENSG00000148408","CACNA1B","protein_coding","Human","9",137.877782
20637,"ENSG00000261456","ENSG00000261456","TUBB8","protein_coding","Human","10",0.046892
20638,"ENSG00000015171","ENSG00000015171","ZMYND11","protein_coding","Human","10",0.134465
20639,"ENSG00000151240","ENSG00000151240","DIP2C","protein_coding","Human","10",0.27419
20640,"ENSG00000180525","ENSG00000180525","PRR26","protein_coding","Human","10",0.649948
20641,"ENSG00000107929","ENSG00000107929","LARP4B","protein_coding","Human","10",0.806914
20642,"ENSG00000107937","ENSG00000107937","GTPBP4","protein_coding","Human","10",0.988434
20643,"ENSG00000148377","ENSG00000148377","IDI2","protein_coding","Human","10",1.01891
20644,"ENSG00000067064","ENSG00000067064","IDI1","protein_coding","Human","10",1.039152
20645,"ENSG00000047056","ENSG00000047056","WDR37","protein_coding","Human","10",1.049538
20646,"ENSG00000185736","ENSG00000185736","ADARB2","protein_coding","Human","10",1.177313
20647,"ENSG00000067057","ENSG00000067057","PFKP","protein_coding","Human","10",3.066333
20648,"ENSG00000107959","ENSG00000107959","PITRM1","protein_coding","Human","10",3.137728
20649,"ENSG00000067082","ENSG00000067082","KLF6","protein_coding","Human","10",3.775996
20650,"ENSG00000165568","ENSG00000165568","AKR1E2","protein_coding","Human","10",4.786629
20651,"ENSG00000187134","ENSG00000187134","AKR1C1","protein_coding","Human","10",4.963253
20652,"ENSG00000151632","ENSG00000151632","AKR1C2","protein_coding","Human","10",4.9874
20653,"ENSG00000196139","ENSG00000196139","AKR1C3","protein_coding","Human","10",5.035354
20654,"ENSG00000264006","ENSG00000264006","AKR1C8P","protein_coding","Human","10",5.15414
20655,"ENSG00000198610","ENSG00000198610","AKR1C4","protein_coding","Human","10",5.195462
20656,"ENSG00000178473","ENSG00000178473","UCN3","protein_coding","Human","10",5.364966
20657,"ENSG00000178462","ENSG00000178462","TUBAL3","protein_coding","Human","10",5.393101
20658,"ENSG00000173848","ENSG00000173848","NET1","protein_coding","Human","10",5.412557
20659,"ENSG00000178372","ENSG00000178372","CALML5","protein_coding","Human","10",5.498697
20660,"ENSG00000178363","ENSG00000178363","CALML3","protein_coding","Human","10",5.524009
20661,"ENSG00000196372","ENSG00000196372","ASB13","protein_coding","Human","10",5.638867
20662,"ENSG00000108021","ENSG00000108021","TASOR2","protein_coding","Human","10",5.684838
20663,"ENSG00000057608","ENSG00000057608","GDI2","protein_coding","Human","10",5.765223
20664,"ENSG00000134461","ENSG00000134461","ANKRD16","protein_coding","Human","10",5.861616
20665,"ENSG00000134452","ENSG00000134452","FBH1","protein_coding","Human","10",5.890203
20666,"ENSG00000134470","ENSG00000134470","IL15RA","protein_coding","Human","10",5.943639
20667,"ENSG00000134460","ENSG00000134460","IL2RA","protein_coding","Human","10",6.010689
20668,"ENSG00000134453","ENSG00000134453","RBM17","protein_coding","Human","10",6.089034
20669,"ENSG00000170525","ENSG00000170525","PFKFB3","protein_coding","Human","10",6.144934
20670,"ENSG00000065675","ENSG00000065675","PRKCQ","protein_coding","Human","10",6.427143
20671,"ENSG00000198879","ENSG00000198879","SFMBT2","protein_coding","Human","10",7.158624
20672,"ENSG00000123243","ENSG00000123243","ITIH5","protein_coding","Human","10",7.55927
20673,"ENSG00000151655","ENSG00000151655","ITIH2","protein_coding","Human","10",7.703316
20674,"ENSG00000151657","ENSG00000151657","KIN","protein_coding","Human","10",7.750962
20675,"ENSG00000165629","ENSG00000165629","ATP5F1C","protein_coding","Human","10",7.788147
20676,"ENSG00000165632","ENSG00000165632","TAF3","protein_coding","Human","10",7.818505
20677,"ENSG00000107485","ENSG00000107485","GATA3","protein_coding","Human","10",8.045378
20678,"ENSG00000048740","ENSG00000048740","CELF2","protein_coding","Human","10",10.798397
20679,"ENSG00000148429","ENSG00000148429","USP6NL","protein_coding","Human","10",11.453946
20680,"ENSG00000134463","ENSG00000134463","ECHDC3","protein_coding","Human","10",11.742366
20681,"ENSG00000148426","ENSG00000148426","PROSER2","protein_coding","Human","10",11.823339
20682,"ENSG00000151461","ENSG00000151461","UPF2","protein_coding","Human","10",11.920022
20683,"ENSG00000181192","ENSG00000181192","DHTKD1","protein_coding","Human","10",12.068954
20684,"ENSG00000065665","ENSG00000065665","SEC61A2","protein_coding","Human","10",12.129637
20685,"ENSG00000165609","ENSG00000165609","NUDT5","protein_coding","Human","10",12.16533
20686,"ENSG00000151465","ENSG00000151465","CDC123","protein_coding","Human","10",12.195965
20687,"ENSG00000183049","ENSG00000183049","CAMK1D","protein_coding","Human","10",12.349482
20688,"ENSG00000151468","ENSG00000151468","CCDC3","protein_coding","Human","10",12.896625
20689,"ENSG00000123240","ENSG00000123240","OPTN","protein_coding","Human","10",13.099449
20690,"ENSG00000065328","ENSG00000065328","MCM10","protein_coding","Human","10",13.161554
20691,"ENSG00000165623","ENSG00000165623","UCMA","protein_coding","Human","10",13.221766
20692,"ENSG00000107537","ENSG00000107537","PHYH","protein_coding","Human","10",13.277796
20693,"ENSG00000086475","ENSG00000086475","SEPHS1","protein_coding","Human","10",13.317428
20694,"ENSG00000165626","ENSG00000165626","BEND7","protein_coding","Human","10",13.438484
20695,"ENSG00000165630","ENSG00000165630","PRPF18","protein_coding","Human","10",13.586939
20696,"ENSG00000282246","ENSG00000282246","","protein_coding","Human","10",13.610047
20697,"ENSG00000151474","ENSG00000151474","FRMD4A","protein_coding","Human","10",13.643706
20698,"ENSG00000065809","ENSG00000065809","FAM107B","protein_coding","Human","10",14.518557
20699,"ENSG00000185267","ENSG00000185267","CDNF","protein_coding","Human","10",14.819245
20700,"ENSG00000187522","ENSG00000187522","HSPA14","protein_coding","Human","10",14.838306
20701,"ENSG00000152455","ENSG00000152455","SUV39H2","protein_coding","Human","10",14.87882
20702,"ENSG00000152457","ENSG00000152457","DCLRE1C","protein_coding","Human","10",14.897359
20703,"ENSG00000197889","ENSG00000197889","MEIG1","protein_coding","Human","10",14.959388
20704,"ENSG00000152463","ENSG00000152463","OLAH","protein_coding","Human","10",15.032227
20705,"ENSG00000176244","ENSG00000176244","ACBD7","protein_coding","Human","10",15.075475
20706,"ENSG00000152464","ENSG00000152464","RPP38","protein_coding","Human","10",15.09718
20707,"ENSG00000152465","ENSG00000152465","NMT2","protein_coding","Human","10",15.102584
20708,"ENSG00000148468","ENSG00000148468","FAM171A1","protein_coding","Human","10",15.211643
20709,"ENSG00000077943","ENSG00000077943","ITGA8","protein_coding","Human","10",15.513954
20710,"ENSG00000148481","ENSG00000148481","MINDY3","protein_coding","Human","10",15.77817
20711,"ENSG00000165983","ENSG00000165983","PTER","protein_coding","Human","10",16.436943
20712,"ENSG00000165985","ENSG00000165985","C1QL3","protein_coding","Human","10",16.513734
20713,"ENSG00000148484","ENSG00000148484","RSU1","protein_coding","Human","10",16.590611
20714,"ENSG00000107611","ENSG00000107611","CUBN","protein_coding","Human","10",16.823966
20715,"ENSG00000107614","ENSG00000107614","TRDMT1","protein_coding","Human","10",17.137336
20716,"ENSG00000026025","ENSG00000026025","VIM","protein_coding","Human","10",17.228241
20717,"ENSG00000148488","ENSG00000148488","ST8SIA6","protein_coding","Human","10",17.315421
20718,"ENSG00000165996","ENSG00000165996","HACD1","protein_coding","Human","10",17.589032
20719,"ENSG00000136738","ENSG00000136738","STAM","protein_coding","Human","10",17.644151
20720,"ENSG00000148483","ENSG00000148483","TMEM236","protein_coding","Human","10",17.752201
20721,"ENSG00000260314","ENSG00000260314","MRC1","protein_coding","Human","10",17.809348
20722,"ENSG00000148482","ENSG00000148482","SLC39A12","protein_coding","Human","10",17.951839
20723,"ENSG00000165995","ENSG00000165995","CACNB2","protein_coding","Human","10",18.140677
20724,"ENSG00000241058","ENSG00000241058","NSUN6","protein_coding","Human","10",18.545561
20725,"ENSG00000165997","ENSG00000165997","ARL5B","protein_coding","Human","10",18.659431
20726,"ENSG00000204740","ENSG00000204740","MALRD1","protein_coding","Human","10",19.048801
20727,"ENSG00000120594","ENSG00000120594","PLXDC2","protein_coding","Human","10",19.816239
20728,"ENSG00000078114","ENSG00000078114","NEBL","protein_coding","Human","10",20.779973
20729,"ENSG00000204683","ENSG00000204683","C10orf113","protein_coding","Human","10",21.125763
20730,"ENSG00000204682","ENSG00000204682","CASC10","protein_coding","Human","10",21.492658
20731,"ENSG00000180592","ENSG00000180592","SKIDA1","protein_coding","Human","10",21.513478
20732,"ENSG00000078403","ENSG00000078403","MLLT10","protein_coding","Human","10",21.524646
20733,"ENSG00000136770","ENSG00000136770","DNAJC1","protein_coding","Human","10",21.756548
20734,"ENSG00000223601","ENSG00000223601","EBLN1","protein_coding","Human","10",22.208814
20735,"ENSG00000148444","ENSG00000148444","COMMD3","protein_coding","Human","10",22.316386
20736,"ENSG00000269897","ENSG00000269897","COMMD3-BMI1","protein_coding","Human","10",22.316388
20737,"ENSG00000168283","ENSG00000168283","BMI1","protein_coding","Human","10",22.321099
20738,"ENSG00000077327","ENSG00000077327","SPAG6","protein_coding","Human","10",22.345445
20739,"ENSG00000150867","ENSG00000150867","PIP4K2A","protein_coding","Human","10",22.534854
20740,"ENSG00000165309","ENSG00000165309","ARMC3","protein_coding","Human","10",22.928024
20741,"ENSG00000148450","ENSG00000148450","MSRB2","protein_coding","Human","10",23.095579
20742,"ENSG00000168267","ENSG00000168267","PTF1A","protein_coding","Human","10",23.192327
20743,"ENSG00000179133","ENSG00000179133","C10orf67","protein_coding","Human","10",23.201916
20744,"ENSG00000165312","ENSG00000165312","OTUD1","protein_coding","Human","10",23.439458
20745,"ENSG00000120549","ENSG00000120549","KIAA1217","protein_coding","Human","10",23.694746
20746,"ENSG00000107863","ENSG00000107863","ARHGAP21","protein_coding","Human","10",24.583609
20747,"ENSG00000099256","ENSG00000099256","PRTFDC1","protein_coding","Human","10",24.848614
20748,"ENSG00000151023","ENSG00000151023","ENKUR","protein_coding","Human","10",24.981979
20749,"ENSG00000185875","ENSG00000185875","THNSL1","protein_coding","Human","10",25.016612
20750,"ENSG00000151025","ENSG00000151025","GPR158","protein_coding","Human","10",25.174802
20751,"ENSG00000095777","ENSG00000095777","MYO3A","protein_coding","Human","10",25.934229
20752,"ENSG00000136750","ENSG00000136750","GAD2","protein_coding","Human","10",26.216665
20753,"ENSG00000077420","ENSG00000077420","APBB1IP","protein_coding","Human","10",26.438341
20754,"ENSG00000148459","ENSG00000148459","PDSS1","protein_coding","Human","10",26.697701
20755,"ENSG00000136754","ENSG00000136754","ABI1","protein_coding","Human","10",26.746593
20756,"ENSG00000107890","ENSG00000107890","ANKRD26","protein_coding","Human","10",26.991914
20757,"ENSG00000136758","ENSG00000136758","YME1L1","protein_coding","Human","10",27.110112
20758,"ENSG00000120539","ENSG00000120539","MASTL","protein_coding","Human","10",27.154824
20759,"ENSG00000107897","ENSG00000107897","ACBD5","protein_coding","Human","10",27.195214
20760,"ENSG00000099246","ENSG00000099246","RAB18","protein_coding","Human","10",27.504174
20761,"ENSG00000150051","ENSG00000150051","MKX","protein_coding","Human","10",27.672874
20762,"ENSG00000169126","ENSG00000169126","ARMC4","protein_coding","Human","10",27.812164
20763,"ENSG00000150054","ENSG00000150054","MPP7","protein_coding","Human","10",28.050993
20764,"ENSG00000095787","ENSG00000095787","WAC","protein_coding","Human","10",28.532493
20765,"ENSG00000095739","ENSG00000095739","BAMBI","protein_coding","Human","10",28.67751
20766,"ENSG00000120563","ENSG00000120563","LYZL1","protein_coding","Human","10",29.289061
20767,"ENSG00000197321","ENSG00000197321","SVIL","protein_coding","Human","10",29.457338
20768,"ENSG00000165757","ENSG00000165757","JCAD","protein_coding","Human","10",30.012803
20769,"ENSG00000107951","ENSG00000107951","MTPAP","protein_coding","Human","10",30.309801
20770,"ENSG00000107968","ENSG00000107968","MAP3K8","protein_coding","Human","10",30.434021
20771,"ENSG00000151033","ENSG00000151033","LYZL2","protein_coding","Human","10",30.611779
20772,"ENSG00000183621","ENSG00000183621","ZNF438","protein_coding","Human","10",30.820207
20773,"ENSG00000148516","ENSG00000148516","ZEB1","protein_coding","Human","10",31.318495
20774,"ENSG00000165322","ENSG00000165322","ARHGAP12","protein_coding","Human","10",31.805404
20775,"ENSG00000170759","ENSG00000170759","KIF5B","protein_coding","Human","10",32.009015
20776,"ENSG00000120616","ENSG00000120616","EPC1","protein_coding","Human","10",32.267751
20777,"ENSG00000216937","ENSG00000216937","CCDC7","protein_coding","Human","10",32.44614
20778,"ENSG00000150093","ENSG00000150093","ITGB1","protein_coding","Human","10",32.900318
20779,"ENSG00000099250","ENSG00000099250","NRP1","protein_coding","Human","10",33.177492
20780,"ENSG00000148498","ENSG00000148498","PARD3","protein_coding","Human","10",34.10956
20781,"ENSG00000108094","ENSG00000108094","CUL2","protein_coding","Human","10",35.008551
20782,"ENSG00000095794","ENSG00000095794","CREM","protein_coding","Human","10",35.126791
20783,"ENSG00000108100","ENSG00000108100","CCNY","protein_coding","Human","10",35.247025
20784,"ENSG00000177291","ENSG00000177291","GJD4","protein_coding","Human","10",35.60541
20785,"ENSG00000177283","ENSG00000177283","FZD8","protein_coding","Human","10",35.638249
20786,"ENSG00000148513","ENSG00000148513","ANKRD30A","protein_coding","Human","10",37.125788
20787,"ENSG00000256892","ENSG00000256892","MTRNR2L7","protein_coding","Human","10",37.60144
20788,"ENSG00000198105","ENSG00000198105","ZNF248","protein_coding","Human","10",37.776526
20789,"ENSG00000175395","ENSG00000175395","ZNF25","protein_coding","Human","10",37.949573
20790,"ENSG00000189180","ENSG00000189180","ZNF33A","protein_coding","Human","10",38.01065
20791,"ENSG00000075407","ENSG00000075407","ZNF37A","protein_coding","Human","10",38.094334
20792,"ENSG00000196693","ENSG00000196693","ZNF33B","protein_coding","Human","10",42.574185
20793,"ENSG00000165733","ENSG00000165733","BMS1","protein_coding","Human","10",42.782795
20794,"ENSG00000165731","ENSG00000165731","RET","protein_coding","Human","10",43.077069
20795,"ENSG00000169826","ENSG00000169826","CSGALNACT2","protein_coding","Human","10",43.138445
20796,"ENSG00000198915","ENSG00000198915","RASGEF1A","protein_coding","Human","10",43.194535
20797,"ENSG00000150201","ENSG00000150201","FXYD4","protein_coding","Human","10",43.371636
20798,"ENSG00000169813","ENSG00000169813","HNRNPF","protein_coding","Human","10",43.385617
20799,"ENSG00000243660","ENSG00000243660","ZNF487","protein_coding","Human","10",43.436841
20800,"ENSG00000196793","ENSG00000196793","ZNF239","protein_coding","Human","10",43.556344
20801,"ENSG00000198298","ENSG00000198298","ZNF485","protein_coding","Human","10",43.606419
20802,"ENSG00000169740","ENSG00000169740","ZNF32","protein_coding","Human","10",43.64386
20803,"ENSG00000277288","ENSG00000277288","C10orf142","protein_coding","Human","10",44.292569
20804,"ENSG00000107562","ENSG00000107562","CXCL12","protein_coding","Human","10",44.370165
20805,"ENSG00000187783","ENSG00000187783","TMEM72","protein_coding","Human","10",44.911316
20806,"ENSG00000107551","ENSG00000107551","RASSF4","protein_coding","Human","10",44.959407
20807,"ENSG00000165507","ENSG00000165507","DEPP1","protein_coding","Human","10",44.970981
20808,"ENSG00000165512","ENSG00000165512","ZNF22","protein_coding","Human","10",45.000923
20809,"ENSG00000256574","ENSG00000256574","OR13A1","protein_coding","Human","10",45.302298
20810,"ENSG00000012779","ENSG00000012779","ALOX5","protein_coding","Human","10",45.374176
20811,"ENSG00000165406","ENSG00000165406","MARCH8","protein_coding","Human","10",45.454585
20812,"ENSG00000172671","ENSG00000172671","ZFAND4","protein_coding","Human","10",45.615501
20813,"ENSG00000172661","ENSG00000172661","WASHC2C","protein_coding","Human","10",45.7272
20814,"ENSG00000188234","ENSG00000188234","AGAP4","protein_coding","Human","10",45.825594
20815,"ENSG00000265354","ENSG00000265354","TIMM23","protein_coding","Human","10",45.972489
20816,"ENSG00000266412","ENSG00000266412","NCOA4","protein_coding","Human","10",46.005088
20817,"ENSG00000263639","ENSG00000263639","MSMB","protein_coding","Human","10",46.033307
20818,"ENSG00000274209","ENSG00000274209","ANTXRL","protein_coding","Human","10",46.286345
20819,"ENSG00000264230","ENSG00000264230","ANXA8L1","protein_coding","Human","10",46.375627
20820,"ENSG00000204174","ENSG00000204174","NPY4R","protein_coding","Human","10",46.461099
20821,"ENSG00000204175","ENSG00000204175","GPRIN2","protein_coding","Human","10",46.549044
20822,"ENSG00000204176","ENSG00000204176","SYT15","protein_coding","Human","10",46.578217
20823,"ENSG00000204179","ENSG00000204179","PTPN20","protein_coding","Human","10",46.911396
20824,"ENSG00000266524","ENSG00000266524","GDF10","protein_coding","Human","10",47.300197
20825,"ENSG00000263761","ENSG00000263761","GDF2","protein_coding","Human","10",47.32249
20826,"ENSG00000265203","ENSG00000265203","RBP3","protein_coding","Human","10",47.348371
20827,"ENSG00000265763","ENSG00000265763","ZNF488","protein_coding","Human","10",47.365496
20828,"ENSG00000265190","ENSG00000265190","ANXA8","protein_coding","Human","10",47.460162
20829,"ENSG00000189090","ENSG00000189090","FAM25G","protein_coding","Human","10",47.487219
20830,"ENSG00000204172","ENSG00000204172","AGAP9","protein_coding","Human","10",47.501854
20831,"ENSG00000277758","ENSG00000277758","","protein_coding","Human","10",47.750864
20832,"ENSG00000276430","ENSG00000276430","FAM25C","protein_coding","Human","10",47.995355
20833,"ENSG00000170324","ENSG00000170324","FRMPD2","protein_coding","Human","10",48.153088
20834,"ENSG00000107643","ENSG00000107643","MAPK8","protein_coding","Human","10",48.306639
20835,"ENSG00000128805","ENSG00000128805","ARHGAP22","protein_coding","Human","10",48.446034
20836,"ENSG00000128815","ENSG00000128815","WDFY4","protein_coding","Human","10",48.684876
20837,"ENSG00000165383","ENSG00000165383","LRRC18","protein_coding","Human","10",48.909483
20838,"ENSG00000165633","ENSG00000165633","VSTM4","protein_coding","Human","10",49.014236
20839,"ENSG00000172538","ENSG00000172538","FAM170B","protein_coding","Human","10",49.131154
20840,"ENSG00000204161","ENSG00000204161","TMEM273","protein_coding","Human","10",49.154725
20841,"ENSG00000177354","ENSG00000177354","C10orf71","protein_coding","Human","10",49.29917
20842,"ENSG00000165606","ENSG00000165606","DRGX","protein_coding","Human","10",49.364181
20843,"ENSG00000225830","ENSG00000225830","ERCC6","protein_coding","Human","10",49.45447
20844,"ENSG00000070748","ENSG00000070748","CHAT","protein_coding","Human","10",49.609095
20845,"ENSG00000187714","ENSG00000187714","SLC18A3","protein_coding","Human","10",49.61031
20846,"ENSG00000178645","ENSG00000178645","C10orf53","protein_coding","Human","10",49.679651
20847,"ENSG00000197444","ENSG00000197444","OGDHL","protein_coding","Human","10",49.734641
20848,"ENSG00000227345","ENSG00000227345","PARG","protein_coding","Human","10",49.818279
20849,"ENSG00000204152","ENSG00000204152","TIMM23B","protein_coding","Human","10",49.942049
20850,"ENSG00000204149","ENSG00000204149","AGAP6","protein_coding","Human","10",49.988318
20851,"ENSG00000099290","ENSG00000099290","WASHC2A","protein_coding","Human","10",50.067888
20852,"ENSG00000188611","ENSG00000188611","ASAH2","protein_coding","Human","10",50.182778
20853,"ENSG00000198964","ENSG00000198964","SGMS1","protein_coding","Human","10",50.305586
20854,"ENSG00000204147","ENSG00000204147","ASAH2B","protein_coding","Human","10",50.739318
20855,"ENSG00000148584","ENSG00000148584","A1CF","protein_coding","Human","10",50.799409
20856,"ENSG00000185532","ENSG00000185532","PRKG1","protein_coding","Human","10",50.990888
20857,"ENSG00000177613","ENSG00000177613","CSTF2T","protein_coding","Human","10",51.695487
20858,"ENSG00000107984","ENSG00000107984","DKK1","protein_coding","Human","10",52.314281
20859,"ENSG00000165471","ENSG00000165471","MBL2","protein_coding","Human","10",52.76538
20860,"ENSG00000150275","ENSG00000150275","PCDH15","protein_coding","Human","10",53.802771
20861,"ENSG00000249860","ENSG00000249860","MTRNR2L5","protein_coding","Human","10",55.599303
20862,"ENSG00000122952","ENSG00000122952","ZWINT","protein_coding","Human","10",56.357227
20863,"ENSG00000151151","ENSG00000151151","IPMK","protein_coding","Human","10",58.191517
20864,"ENSG00000122873","ENSG00000122873","CISD1","protein_coding","Human","10",58.269162
20865,"ENSG00000072401","ENSG00000072401","UBE2D1","protein_coding","Human","10",58.334979
20866,"ENSG00000108064","ENSG00000108064","TFAM","protein_coding","Human","10",58.385345
20867,"ENSG00000122870","ENSG00000122870","BICC1","protein_coding","Human","10",58.51314
20868,"ENSG00000165443","ENSG00000165443","PHYHIPL","protein_coding","Human","10",59.176643
20869,"ENSG00000148541","ENSG00000148541","FAM13C","protein_coding","Human","10",59.246129
20870,"ENSG00000165449","ENSG00000165449","SLC16A9","protein_coding","Human","10",59.650761
20871,"ENSG00000227877","ENSG00000227877","MRLN","protein_coding","Human","10",59.736692
20872,"ENSG00000108091","ENSG00000108091","CCDC6","protein_coding","Human","10",59.788747
20873,"ENSG00000151150","ENSG00000151150","ANK3","protein_coding","Human","10",60.026298
20874,"ENSG00000170312","ENSG00000170312","CDK1","protein_coding","Human","10",60.778331
20875,"ENSG00000072422","ENSG00000072422","RHOBTB1","protein_coding","Human","10",60.869438
20876,"ENSG00000196932","ENSG00000196932","TMEM26","protein_coding","Human","10",61.406643
20877,"ENSG00000183346","ENSG00000183346","CABCOCO1","protein_coding","Human","10",61.662961
20878,"ENSG00000150347","ENSG00000150347","ARID5B","protein_coding","Human","10",61.901684
20879,"ENSG00000182010","ENSG00000182010","RTKN2","protein_coding","Human","10",62.183035
20880,"ENSG00000138311","ENSG00000138311","ZNF365","protein_coding","Human","10",62.374192
20881,"ENSG00000181915","ENSG00000181915","ADO","protein_coding","Human","10",62.804857
20882,"ENSG00000122877","ENSG00000122877","EGR2","protein_coding","Human","10",62.811996
20883,"ENSG00000148572","ENSG00000148572","NRBF2","protein_coding","Human","10",63.133247
20884,"ENSG00000171988","ENSG00000171988","JMJD1C","protein_coding","Human","10",63.167221
20885,"ENSG00000165476","ENSG00000165476","REEP3","protein_coding","Human","10",63.521401
20886,"ENSG00000183230","ENSG00000183230","CTNNA3","protein_coding","Human","10",65.912523
20887,"ENSG00000198739","ENSG00000198739","LRRTM3","protein_coding","Human","10",66.926036
20888,"ENSG00000108176","ENSG00000108176","DNAJC12","protein_coding","Human","10",67.796669
20889,"ENSG00000096717","ENSG00000096717","SIRT1","protein_coding","Human","10",67.884656
20890,"ENSG00000148634","ENSG00000148634","HERC4","protein_coding","Human","10",67.921899
20891,"ENSG00000138347","ENSG00000138347","MYPN","protein_coding","Human","10",68.106117
20892,"ENSG00000179774","ENSG00000179774","ATOH7","protein_coding","Human","10",68.230624
20893,"ENSG00000108187","ENSG00000108187","PBLD","protein_coding","Human","10",68.28266
20894,"ENSG00000096746","ENSG00000096746","HNRNPH3","protein_coding","Human","10",68.331174
20895,"ENSG00000204130","ENSG00000204130","RUFY2","protein_coding","Human","10",68.341107
20896,"ENSG00000138346","ENSG00000138346","DNA2","protein_coding","Human","10",68.414064
20897,"ENSG00000122912","ENSG00000122912","SLC25A16","protein_coding","Human","10",68.477998
20898,"ENSG00000138336","ENSG00000138336","TET1","protein_coding","Human","10",68.560337
20899,"ENSG00000060339","ENSG00000060339","CCAR1","protein_coding","Human","10",68.721012
20900,"ENSG00000165730","ENSG00000165730","STOX1","protein_coding","Human","10",68.827531
20901,"ENSG00000107625","ENSG00000107625","DDX50","protein_coding","Human","10",68.901286
20902,"ENSG00000165732","ENSG00000165732","DDX21","protein_coding","Human","10",68.95617
20903,"ENSG00000198954","ENSG00000198954","KIF1BP","protein_coding","Human","10",68.988721
20904,"ENSG00000122862","ENSG00000122862","SRGN","protein_coding","Human","10",69.088103
20905,"ENSG00000122958","ENSG00000122958","VPS26A","protein_coding","Human","10",69.123512
20906,"ENSG00000156502","ENSG00000156502","SUPV3L1","protein_coding","Human","10",69.180234
20907,"ENSG00000156510","ENSG00000156510","HKDC1","protein_coding","Human","10",69.220332
20908,"ENSG00000156515","ENSG00000156515","HK1","protein_coding","Human","10",69.269984
20909,"ENSG00000075073","ENSG00000075073","TACR2","protein_coding","Human","10",69.403903
20910,"ENSG00000099282","ENSG00000099282","TSPAN15","protein_coding","Human","10",69.451465
20911,"ENSG00000122859","ENSG00000122859","NEUROG3","protein_coding","Human","10",69.571698
20912,"ENSG00000171224","ENSG00000171224","FAM241B","protein_coding","Human","10",69.630247
20913,"ENSG00000197467","ENSG00000197467","COL13A1","protein_coding","Human","10",69.801867
20914,"ENSG00000099284","ENSG00000099284","H2AFY2","protein_coding","Human","10",70.052846
20915,"ENSG00000042286","ENSG00000042286","AIFM2","protein_coding","Human","10",70.098223
20916,"ENSG00000156521","ENSG00000156521","TYSND1","protein_coding","Human","10",70.137981
20917,"ENSG00000079332","ENSG00000079332","SAR1A","protein_coding","Human","10",70.147289
20918,"ENSG00000180817","ENSG00000180817","PPA1","protein_coding","Human","10",70.202835
20919,"ENSG00000148734","ENSG00000148734","NPFFR1","protein_coding","Human","10",70.247329
20920,"ENSG00000172731","ENSG00000172731","LRRC20","protein_coding","Human","10",70.29897
20921,"ENSG00000148730","ENSG00000148730","EIF4EBP2","protein_coding","Human","10",70.404145
20922,"ENSG00000156574","ENSG00000156574","NODAL","protein_coding","Human","10",70.432315
20923,"ENSG00000107719","ENSG00000107719","PALD1","protein_coding","Human","10",70.478767
20924,"ENSG00000180644","ENSG00000180644","PRF1","protein_coding","Human","10",70.597348
20925,"ENSG00000138316","ENSG00000138316","ADAMTS14","protein_coding","Human","10",70.672506
20926,"ENSG00000166220","ENSG00000166220","TBATA","protein_coding","Human","10",70.771239
20927,"ENSG00000166224","ENSG00000166224","SGPL1","protein_coding","Human","10",70.815961
20928,"ENSG00000166228","ENSG00000166228","PCBD1","protein_coding","Human","10",70.88228
20929,"ENSG00000107731","ENSG00000107731","UNC5B","protein_coding","Human","10",71.21257
20930,"ENSG00000198246","ENSG00000198246","SLC29A3","protein_coding","Human","10",71.319259
20931,"ENSG00000107736","ENSG00000107736","CDH23","protein_coding","Human","10",71.396934
